X (cm)	Y (cm)	Z
0.150000	-2.100000	24.368618
0.300000	-2.100000	23.228470
0.450000	-2.100000	22.076782
0.600000	-2.100000	20.977804
0.750000	-2.100000	19.905384
0.900000	-2.100000	18.801796
1.050000	-2.100000	17.773087
0.750000	-2.250000	18.245321
0.600000	-2.250000	19.244032
0.450000	-2.250000	20.274786
0.300000	-2.250000	21.268919
0.150000	-2.250000	22.303135
-0.000000	-2.250000	23.322441
-0.150000	-2.250000	24.616919
-0.300000	-2.250000	25.374062
-0.450000	-2.250000	26.263346
-0.600000	-2.250000	27.159008
-0.750000	-2.250000	27.839222
