X (cm)	Y (cm)	Z
1.200000	-1.050000	204.474594
1.050000	-1.050000	212.661469
0.900000	-1.050000	219.813751
0.750000	-1.050000	225.906174
0.600000	-1.050000	230.844086
0.450000	-1.050000	234.661896
0.300000	-1.050000	237.259232
0.150000	-1.050000	238.646210
-0.000000	-1.050000	238.801117
-0.150000	-1.050000	237.734207
-0.300000	-1.050000	235.416046
-0.450000	-1.050000	231.907959
-0.600000	-1.050000	227.180084
-0.750000	-1.050000	221.354126
-0.900000	-1.050000	214.340729
-1.050000	-1.050000	206.335052
-1.200000	-1.050000	197.339859
-1.350000	-1.050000	187.543869
-1.500000	-1.050000	177.002304
-1.650000	-1.050000	166.023102
-1.800000	-1.050000	154.756653
-1.950000	-1.050000	143.436447
-2.100000	-1.050000	131.820709
-1.950000	-1.200000	136.996521
-1.800000	-1.200000	147.883194
-1.650000	-1.200000	158.669418
-1.500000	-1.200000	169.308350
-1.350000	-1.200000	179.512970
-1.200000	-1.200000	188.955887
-1.050000	-1.200000	197.717880
-0.900000	-1.200000	205.512177
-0.750000	-1.200000	212.395798
-0.600000	-1.200000	218.084351
-0.450000	-1.200000	222.717499
-0.300000	-1.200000	226.154907
-0.150000	-1.200000	228.427826
0.000000	-1.200000	229.484222
0.150000	-1.200000	229.330856
0.300000	-1.200000	227.975006
0.450000	-1.200000	225.427032
0.600000	-1.200000	221.702225
0.750000	-1.200000	216.842407
0.900000	-1.200000	210.917923
1.050000	-1.200000	203.877472
1.200000	-1.200000	195.950378
1.350000	-1.200000	187.004196
1.500000	-1.200000	177.500031
1.650000	-1.200000	167.233612
1.800000	-1.200000	156.580963
1.950000	-1.200000	145.479095
1.950000	-1.350000	137.383087
1.800000	-1.350000	148.580795
1.650000	-1.350000	158.775177
1.500000	-1.350000	168.645401
1.350000	-1.350000	177.779144
1.200000	-1.350000	186.395309
1.050000	-1.350000	194.085999
0.900000	-1.350000	200.964218
0.750000	-1.350000	206.747681
0.600000	-1.350000	211.452957
0.450000	-1.350000	215.132324
0.300000	-1.350000	217.621216
0.150000	-1.350000	218.951019
-0.000000	-1.350000	219.107010
-0.150000	-1.350000	218.090851
-0.300000	-1.350000	215.874634
-0.450000	-1.350000	212.532990
-0.600000	-1.350000	208.016998
-0.750000	-1.350000	202.465302
-0.900000	-1.350000	195.796890
-1.050000	-1.350000	188.216858
-1.200000	-1.350000	179.800598
-1.350000	-1.350000	170.702911
-1.500000	-1.350000	160.936798
-1.650000	-1.350000	150.819000
-1.800000	-1.350000	140.449753
-1.950000	-1.350000	129.354630
-1.800000	-1.500000	132.309418
-1.650000	-1.500000	142.436234
-1.500000	-1.500000	152.040985
-1.350000	-1.500000	161.313782
-1.200000	-1.500000	169.985382
-1.050000	-1.500000	178.057419
-0.900000	-1.500000	185.300095
-0.750000	-1.500000	191.733429
-0.600000	-1.500000	197.114838
-0.450000	-1.500000	201.484695
-0.300000	-1.500000	204.740051
-0.150000	-1.500000	206.899704
0.000000	-1.500000	207.895432
0.150000	-1.500000	207.751007
0.300000	-1.500000	206.460526
0.450000	-1.500000	204.032272
0.600000	-1.500000	200.502167
0.750000	-1.500000	195.885864
0.900000	-1.500000	190.274948
1.050000	-1.500000	183.696381
1.200000	-1.500000	176.323944
1.350000	-1.500000	168.073807
1.500000	-1.500000	159.295761
1.650000	-1.500000	149.921173
1.800000	-1.500000	139.958405
1.650000	-1.650000	140.319107
1.500000	-1.650000	149.377731
1.350000	-1.650000	157.664032
1.200000	-1.650000	165.507233
1.050000	-1.650000	172.550568
0.900000	-1.650000	178.823547
0.750000	-1.650000	184.183167
0.600000	-1.650000	188.612274
0.450000	-1.650000	192.027908
0.300000	-1.650000	194.387085
0.150000	-1.650000	195.638626
-0.000000	-1.650000	195.797012
-0.150000	-1.650000	194.846756
-0.300000	-1.650000	192.773636
-0.450000	-1.650000	189.647614
-0.600000	-1.650000	185.462814
-0.750000	-1.650000	180.330902
-0.900000	-1.650000	174.240189
-1.050000	-1.650000	167.309158
-1.200000	-1.650000	159.665436
-1.350000	-1.650000	151.450195
-1.500000	-1.650000	142.742645
-1.650000	-1.650000	133.469711
-1.500000	-1.800000	132.898285
-1.350000	-1.800000	141.346344
-1.200000	-1.800000	149.035309
-1.050000	-1.800000	156.197479
-0.900000	-1.800000	162.706299
-0.750000	-1.800000	168.506714
-0.600000	-1.800000	173.364639
-0.450000	-1.800000	177.339386
-0.300000	-1.800000	180.306320
-0.150000	-1.800000	182.279022
0.000000	-1.800000	183.184052
0.150000	-1.800000	183.040894
0.300000	-1.800000	181.850266
0.450000	-1.800000	179.611649
0.600000	-1.800000	176.383759
0.750000	-1.800000	172.170929
0.900000	-1.800000	167.079010
1.050000	-1.800000	161.113190
1.200000	-1.800000	154.465210
1.350000	-1.800000	147.112106
1.500000	-1.800000	139.008118
1.350000	-1.950000	135.489532
1.200000	-1.950000	143.047073
1.050000	-1.950000	149.335968
0.900000	-1.950000	154.894333
0.750000	-1.950000	159.680618
0.600000	-1.950000	163.639496
0.450000	-1.950000	166.704163
0.300000	-1.950000	168.832382
0.150000	-1.950000	169.976151
-0.000000	-1.950000	170.123352
-0.150000	-1.950000	169.276123
-0.300000	-1.950000	167.416946
-0.450000	-1.950000	164.636536
-0.600000	-1.950000	160.886322
-0.750000	-1.950000	156.348312
