X (cm)	Y (cm)	Z
1.800000	-1.200000	38.578098
1.950000	-1.200000	35.698730
1.950000	-1.350000	32.839874
1.800000	-1.350000	35.588821
1.650000	-1.350000	38.292702
1.500000	-1.350000	41.246513
1.350000	-1.350000	44.416847
1.200000	-1.350000	47.933163
1.050000	-1.350000	51.727898
0.900000	-1.350000	55.866402
0.750000	-1.350000	60.361988
0.600000	-1.350000	65.248672
0.450000	-1.350000	70.575142
0.300000	-1.350000	76.340027
0.150000	-1.350000	82.439232
-0.000000	-1.350000	88.923737
-0.150000	-1.350000	95.530075
-0.300000	-1.350000	102.444359
-0.450000	-1.350000	109.331284
-0.600000	-1.350000	116.420738
-0.750000	-1.350000	123.247025
-0.900000	-1.350000	129.854736
-1.050000	-1.350000	135.778610
-1.200000	-1.350000	140.937927
-1.350000	-1.350000	144.908936
-1.500000	-1.350000	147.659882
-1.650000	-1.350000	148.948181
-1.800000	-1.350000	148.732483
-1.950000	-1.350000	146.259918
-1.800000	-1.500000	128.131973
-1.650000	-1.500000	128.682526
-1.500000	-1.500000	127.651329
-1.350000	-1.500000	125.395752
-1.200000	-1.500000	122.130722
-1.050000	-1.500000	117.892197
-0.900000	-1.500000	113.012589
-0.750000	-1.500000	107.552292
-0.600000	-1.500000	101.890167
-0.450000	-1.500000	96.034035
-0.300000	-1.500000	90.176796
-0.150000	-1.500000	84.239578
0.000000	-1.500000	78.530090
0.150000	-1.500000	73.009727
0.300000	-1.500000	67.863419
0.450000	-1.500000	63.011646
0.600000	-1.500000	58.515205
0.750000	-1.500000	54.340767
0.900000	-1.500000	50.511616
1.050000	-1.500000	46.943459
1.200000	-1.500000	43.667397
1.350000	-1.500000	40.641884
1.500000	-1.500000	37.850761
1.650000	-1.500000	35.275162
1.800000	-1.500000	32.762310
1.650000	-1.650000	32.310974
1.500000	-1.650000	34.692173
1.350000	-1.650000	37.157982
1.200000	-1.650000	39.785160
1.050000	-1.650000	42.611431
0.900000	-1.650000	45.707207
0.750000	-1.650000	48.981148
0.600000	-1.650000	52.554291
0.450000	-1.650000	56.355633
0.300000	-1.650000	60.457848
0.150000	-1.650000	64.796143
-0.000000	-1.650000	69.431549
-0.150000	-1.650000	74.230942
-0.300000	-1.650000	79.294151
-0.450000	-1.650000	84.325020
-0.600000	-1.650000	89.408516
-0.750000	-1.650000	94.203262
-0.900000	-1.650000	98.739471
-1.050000	-1.650000	102.785904
-1.200000	-1.650000	106.276039
-1.350000	-1.650000	108.978798
-1.500000	-1.650000	110.780029
-1.650000	-1.650000	111.354332
-1.500000	-1.800000	96.410118
-1.350000	-1.800000	95.196709
-1.200000	-1.800000	93.004013
-1.050000	-1.800000	90.075958
-0.900000	-1.800000	86.611427
-0.750000	-1.800000	82.677139
-0.600000	-1.800000	78.555405
-0.450000	-1.800000	74.272430
-0.300000	-1.800000	70.001282
-0.150000	-1.800000	65.758018
0.000000	-1.800000	61.698982
0.150000	-1.800000	57.791920
0.300000	-1.800000	54.112495
0.450000	-1.800000	50.626507
0.600000	-1.800000	47.358135
0.750000	-1.800000	44.314293
0.900000	-1.800000	41.436615
1.050000	-1.800000	38.964687
1.200000	-1.800000	36.318474
1.350000	-1.800000	34.080196
1.500000	-1.800000	31.764233
1.350000	-1.950000	30.888687
1.200000	-1.950000	33.209045
1.050000	-1.950000	35.370953
0.900000	-1.950000	37.708244
0.750000	-1.950000	40.133919
0.600000	-1.950000	42.751072
0.450000	-1.950000	45.594460
0.300000	-1.950000	48.580498
0.150000	-1.950000	51.717995
-0.000000	-1.950000	55.037579
-0.150000	-1.950000	58.459023
-0.300000	-1.950000	62.047295
-0.450000	-1.950000	65.620293
-0.600000	-1.950000	69.240883
-0.750000	-1.950000	72.710373
-0.900000	-1.950000	76.005455
-1.050000	-1.950000	78.930260
-1.200000	-1.950000	81.343941
-1.350000	-1.950000	82.710960
-1.050000	-2.100000	69.167213
-0.900000	-2.100000	66.951180
-0.750000	-2.100000	64.248810
-0.600000	-2.100000	61.360863
-0.450000	-2.100000	58.344360
-0.300000	-2.100000	55.305016
-0.150000	-2.100000	52.278412
0.000000	-2.100000	49.342056
0.150000	-2.100000	46.493122
0.300000	-2.100000	43.786919
0.450000	-2.100000	41.183388
0.600000	-2.100000	38.784081
0.750000	-2.100000	36.463348
0.900000	-2.100000	34.342739
1.050000	-2.100000	32.258190
0.750000	-2.250000	32.917530
0.600000	-2.250000	35.127880
0.450000	-2.250000	37.331078
0.300000	-2.250000	39.530483
0.150000	-2.250000	41.903786
-0.000000	-2.250000	44.345768
-0.150000	-2.250000	46.839989
-0.300000	-2.250000	49.432671
-0.450000	-2.250000	51.975464
-0.600000	-2.250000	54.446239
-0.750000	-2.250000	56.581249
0.000000	-2.400000	39.223057
